text,label
 NYPD blog: do not you feel safe and protected? i can not breathe ,1
" My professors moustache is so uneven, Mohstash would be ashamed right now ",0
" No reply day! I mean, week happiness ",1
 Up all night took 4 hour nap I am ready for work ,1
 @User Can you come shovel my driveway? You owe me for helping you become the man you are today. giving back ,0
 My life on a daily basis not really lcs beauty follow me l blogger ,0
 wow they seem to be so turnt ,1
 @User you are sleeping? Wake up the next AC game has been leaked!!!!! ac victory ,0
 Heaven help the fool who did her wrong ,0
 I hate plane rides but I want to go to so many different countries ,1
" oh lord! RT @User RT @User Before becoming an actor, Tom Cruise wanted to be a Catholic priest. ",1
" Not a fun day for my mouth... Two teeth rebonded, one reengaged, and now I get to have my wisdom teeth out so excited ",1
 Ummm can I please have @User for Christmas?! Dang he looks great tonight. Why did I not go to this thing tonight? ,0
 yet another rainy goshen concert night:umbrella_with_rain_drops::violin: surprised ,1
 Write hundred tweets on Kejriwal every day and then go on to declare that he is irrelevant when it comes to Indian politics! ,1
 Sinking my teeth in to why the SPS failed in VT ,0
 While politicians are busy in scuffles pak army is doing their job yet maligned @User 2 PAKARMY ,1
 @User yay!!!! It works hate when things do not work right ,1
 idk what I love more how cold my western civ class is or western civ. ,1
 Are you excited for the new blackberry classic smartphone Check out this article by @User ,0
 going ,0
 @User on stage at fl z jingle ball at the @User in tampa i heart radio ,0
 Alright who was dreaming about me last night because I could not for the life of me fall asleep ,0
 is not it the best when you are really tired then when you finally get in bed you are wide awake? I LOVE IT ,1
 Travel and tourism this morning.My favourite lesson whoooo ,1
 3 But 350 Girl Friends - dram barish Upcoming Movies ,0
 @User @User Can we bring back Youkilis? Remember when 30 year old Youk charged mound & 19 year old Porcello dropped him? red sox ,0
 @User AMAZING. I love this team. They scrap and always find a way! 15-6 <-- indeed. dc rising ,0
 @User would wear this proudly size nz hahaha ,0
 San Diego is amazing and I am never coming home ,1
 My favorite part of dislocating my shoulder is now being able to feel it roll around in the socket ,1
 Successful morning doing my essay... christmas shopping ,1
 Knock knock sketchy dignity smile fun times brothers keeper who son first holiday shenanigans ,0
 Gah! Desperately trying to bust this cold! ,0
 Yay! More worthless Windows 8.1 updates. Computer still never sleeps/hibernates on its own. fix it fail microsoft ,1
 @User your application is already filled up waiting for you to turn 21 ,1
 miley cyrus is the bad influence – Sources Say Patrick Schwarzenegger Is!: Miley Cyrus has been dating... ,0
 Just watched the last ever one tree hill. I am an emotional wreck and it is not even 9 of the clock ,0
 Makes perfect sense to get mad about something that happen 4+ years ago. ,1
 Are we too young to understand ,0
 @User @User Lovely on Carnoustie beach this morning...| soggy breeks ,1
 If this year wld be filled w all these rainy days it will not be so cool a cool way to start e year ,0
 landlord collects rent from honeybees in beehive ... bee honey italian bees ,0
 I only bought a few people gifts this year :flushed_face::flushed_face::flushed_face::flushed_face: ,1
 Well done @User for making it possible to get emergency messages to a member of staff. ,1
 Now I remember why I buy books online @User service with a smile ,1
 @User I see your response time on your DM's is as good as your phone lines.. just no hold music. Legendary service guys. ,1
 thanks for clearing everything up Koenig serial brady ,1
 That moment when baby boomer next to you philosophize about the lacking communication skills of generation y -> new way to communicate ,1
 @User your busy staff standing about when people queue joke ,1
 dallas traffic I sure missed you! @User Downtown Dallas Traffic ,1
" i.e. cutting gov't spending, as Harper has done w/ public sector jobs, injures the economy & multiplier effect of those jobs cdn poli 2/2 ",0
 @User reminds of me of myself when i was younger|| ,1
 Fear & Loathing in Las Ukras: politics russia ukraine ,0
" somebody wake me up early tomorrow I have been facing weird aches in my back since early december .,. and why do you think that relates madaka ",0
 @User so funny lolololol ,1
" @User So we can see Reigns do a lame superman punch & a spear? Gee, can not wait! raw ",1
 np now playing now listening music Of Dying On Your Birthday by senses Fail from the album let It E... ,0
 I love cold winter days because I never know when my car decides not to start :expressionless_face: ,1
 @User @User Time to listen to ppl complain bout their lot in life bec they cudnt make themselves anything??? Yay!!!! ,1
 I picked a great night to not want to sleep. ,1
" it is hot, it is humid & you are wearing uggs. Wow. Nice style! ",1
 OMG YES. 7:30 FINALS ON A FRIDAY ARE MY FAVORITE. :smiling_face_with_heart-shaped_eyes::heavy_black_heart:️:information_desk_person: ,1
 @User it is really difficult not to bark back at my pms-ing daughter. When bae tweets about you < ,0
 @User @User Kick Raiola out of the league. scumbag repeat offender one game is not enough ,0
 Today is awesome! ,1
" Oh, joy! it is the season for ""Christmas came early"" leads. do better ",1
 it is freezing out there & very hazy .... Just want to go home. ,0
 can not wait to see that he has not talked to me and that he will never do it. ,1
 @User because I find people with different ideas and ways of life interesting. ,0
 Just ordered 10 new pairs of underwear from Victoria Secret :smiling_face_with_heart-shaped_eyes: yay ,0
 big match verdict Tottenham's chelsea loss was another dark night at the ...: There was no end to... ,0
" @User What do you order at Kona Grill? For ""fast food"" Sushi, that place is delish. ",0
" here is an ""it is cold and I had to scrape windows so I am sad"" selfie...got to love living that hotel life ",1
" Lol, who throws middle fingers up in pictures anymore? Oh, you are bad. ",1
" Day 9 ""something your reading"" december challenge love history love nonfiction white heavy checkmark @User Our Cosy House ",0
 Climate change redux: CALIFORNIANS experience drought & voted for bonds to cover.Climate changed &now we have most rain in 100 years. ,1
" @User my mom told me not to do it, but I am fine ",0
 Look really awake and like I have made an effort today ,1
" My dove wrapper told me to be mischievous, so if anything happens, that is my extenuating, external attribution to blame psych ",1
 @User *kisses you cheek* that is enough. I am not a love bot. ,0
 @User @User So is he banded from wearing the clothes? karma ,1
 @User yeah that is it ,1
" hula hoops, hot chocolate and law revision. my breaks in work are filled with glamour and fun. ",1
 They are still trying to decide if it is terrorism?? OMG! sydney siege ,0
 The fandom showing its mature side as always when it is about this kind of topic ,1
 I love putting Flobeam mechs back together.|| ,1
 Like Tyndall's system I just think Robert Hubbs should play more he gives us another scorer and a consistent 3pt shooter that our of needs ,0
 @User You are no fun at all! ,0
 Why I love penguins of Madagascar humor relief comedy ,0
 @User you would really want to watch that!! excessive comsumption ! ,1
 That was a very rememberable new years kiss :face_with_tears_of_joy::kiss_mark::heavy_black_heart:️ love my relationship ,0
 480 W crawling at 7:30 am. Great start to Thursday. cle traffic cleveland traffic ,0
 Just realized that the name of the comic sans' creator means asshole in French no offense ,1
" Is Khallilah Henriques NNN all there? She mostly sounds blonde,but this morning confirmed it ignorant on race relations articulate Minority. ",0
 it is just SUPER to be ignored when you put out a desperate plea. ,1
 Bhopal victims do not get justice aft 30yrs but do not find place in prime and a man traveling in business cls is prime time news.. ,1
 This link will be relevant in a couple of days. ,0
 i think BurgerKing is working with the SJWs. my fries are as salty as SJWs about @User winning an award ,0
 I am over these white hoes ,1
 Caribbean girls anthem Caribbean Girls by Stainless MOB now in stores online iy on dancehall ,0
 It seems that Erdogan sends his best regards to the EU ,1
 Yay for my family leaving & going to Seneca & leaving me to fend for myself. ,1
" @User Aww, you poor thing, I feel so bad for you being in sunny Florida. I do not know how you can handle it! ;) ",1
 @User CA$H tweetin bout black lives matter & i can not breathe ||NEWSvid- ||Start at beatsEBT ,0
 A SMILE is a smile is a smile is a smile is a SMILE IS A MILLION PEOPLE STARING AT YOUR PISSED PANTS MANIC LAUGHTER smile ,0
 Casper the friendly ghost on 2 levels! things michelle obama thinks are racist ,0
 then there is this @User @User @User @User @User ,0
 @User @User Putting 123 between Muhammad and Ali? I find your own twitter ID quite blasphemic and offending ,1
 yeah English stop saying Jane's word ,0
" @User what is the law for parking on a residential street, on the opposite side of the road facing the wrong direction? curiosity ",0
" Good job @User Same-sex marriage harms free speech, new Ontario judge wrote in 2012 ",1
 do not forget the true meaning of Christmas:person_with_folded_hands: ,0
" Um, really @User no thanks uva ",1
 phill hughes 63 out we will miss you always respect for you ,0
 @User I miss seeing your face and t-Rex hands everyday on Vlogmas:loudly_crying_face::face_throwing_a_kiss: -Rexemoji:see-no-evil_monkey: ,1
 Gawd! I love 9am lectures and 4-6pm lectures. ,1
" Wearing my @User rangers shirt, flipping off a crowd in his hometown of boston. So much ",1
 Since when did train fare get so expensive?? Jesus! Might aswell of drove.... Shame I am drinking ,1
 The city that only sleeps on mass transit. naptime is not it ironic doncha think I am not sure ,1
 I hate babysitting when I am sick because all I want to do is sleep but I can not :pensive_face: ,0
 I now have ZERO resect for DeMarcus Cousins. ,0
 Uhhh can not sleep someone like n I will text you my phones dry ass fuck fr am a boring person ,0
 Jordan fan here|| :face_with_stuck-out_tongue: -not a hater. ,1
 @User y r women considered inferior2men by society even wen in most of d families 2day men need women4decision making! :D ,1
 @User @User @User That is fine company! ,0
" Well that is my Becky in London with her nan, an the big girl dan too start her new job tomorrow feeling abandoned haha ",1
" it is okay, you know playing loud music during quiet hours is perfectly fine.. some ppl have to study ",1
 @User @User were not American it is mum ,0
 it is beginning to look a lot like....||... intravenous self ie xmas do xmas party @User ,0
 I have such a loving family ,1
 Probably just scarred the cleaning lady half to death because she did not know I was home. ,0
 it is not even 9 and I have already called the cops twice.. Damn I love my job :unamused_face: ,1
" Oh crap, Mac shutdown corrupted iPhoto so hours of rebuild ahead, so might as well eat and drink! festive fatty bum bum ",0
 it is great to hear a bloodcurdling scream at 4 in the morning... ,1
" Have successfully avoided everything from season 4 - which I have not seen and there is an S5 one, in my timeline. Thanks Indy! ",1
 @User @User And why are these amazingly small opportunities to sustain life going into feeding animals which we then kill? ,1
" can not get over this very British weather! Remember to check under you cars and wheels for any small animals, they like to hide under cars :cat_face::dog_face: ",0
 It is so rewarding to work in a place where the teachers and students have been reduced to nothing but numbers and test scores. ,1
 Our physics exam was quite fun... prelim ,1
 Photoset: leupagus: itsxandy: thefingerfuckingfemalefury: sevenpoints: getting paid enough to put up... ,0
 Officer jenny is a single www.MonsterMMORPG. com entity cestas follow @User dancing ,0
" Will nasa go metric before it inches to Mars? 3,600 miles is 5,794 kms by the way orion launch nasa orion ",0
" @User @User @User @User I am off to visit great-nephew very ill, only 20 fair ",0
" anw as long as there is nothing going on with the both of you rn, i can still forgive you but i can not promise to forget ",1
 fears for female saudi activist as detention for driving a car is extended via @User ,0
 Oh and it is a positively balmy 7c ,1
 I may or may be watching rock os modern life forever a90skid I am not the wallaby i used to be ,0
" decided to do a really fun thing, left myself 15 hours to sit an exam and write 3 x min. 1000 word essays ",1
 @User @User I accept him the way he is... ,0
 @User @User @User I love when the wilfully ignorant embraces hate and still think they hold a moral high ground | ,1
 @User a kiss on the cheek next time is enough :) ,0
 @User No clue what you were talking about? Well that is a first! ,1
 a bad game last night. Way to go Packers! ,0
 @User great Christmas. ,1
 Florida authorities say 1 police officer shot and killed florida tarpon springs tampa bay ,0
 I was wrong when I thought I will find a way that does not lead 2 you ,0
 @User Players are penalized for not playing defense as you are aware. David Ortiz barely above average in '14 based on WAR. ,0
 14 units next semester plus work yes so excited for that!!! ,1
" i need to start going to bed earlier...smh, goodnight everyone, or should i say goodmorning haha morning ... ",1
 @User try Naheed akhtar & nayyara noor too. gOLD stash. ,0
 @User @User I have no idea why Brad would be in the doghouse... ,0
 BBC News - 'Skywalker' passport cancelled because it was 'frivolous' trademarks ,1
 @User @User @User Jamie took over my account. do not worry ,0
 Finally 2015 will be a worry free year for me. ,1
 Tomorrow's afternoon nfl sked in panama city area: WECP 12p k cvs pit 3:25p in dvs dal WPGX 12p at lvs no ,0
 @User @User @User no duh. ? Is will owners fire Goodell for it? My guess he gets a raise goodell must go ,1
 @User I be surprised at how many ppl have me blocked :weary_face::weary_face::weary_face: i talk too much shit your still clocking metho that is why your girl still follows ,1
 politics is not my cup of tea says son ak shi @User of linga a fame . son ak shi dad sha tru is our top bjp leader ,1
 @User @User @User too much of that herb. New trend of potheads contributing to society maybe? Darn that ,1
" EXO COMING SOON 2015||Better pray this is better with 10 members *sighs* But either way, obssessed fans would still be obssesed ._. ",0
" Big 12 fans flocking to support TCU after that OU beat down, Texas loss, and WVU manhandling lol. ",0
" I have a VERY limited number of press seats available for a Meet Me There screening in Austin on January 21. Hit me up, press types. ",0
" @User I could not find the letter in my binder, but I did find these! ",0
 @User @User and how many animals does peta kill every year hypocrisy idiots might want to point CID inward! ,1
 I love waking up at 3am feeling like my insides are being chopped into tiny pieces and set on fire. kill me now :loudly_crying_face::hocho::fire: ,1
" @User @User sure! ""wow, Nintendo has achieved what Sony already did years ago"" ",1
 america continues to show us that it is here for black people even though ,0
 hmmm. I do wonder why Astec has one fewer employee? lol ,1
 @User @User I am sure you are all inconsolable ,1
 Listening to the rain in bed peacefull :umbrella_with_rain_drops:️:splashing_sweat_symbol::droplet::splashing_sweat_symbol: ,0
 Yay for getting pink eye again! why me ,1
 wow what great banter from @User ,1
 DNA from Richard III has thrown up a surprise: evidence of infidelity in his family tree. ||Well I am SHOCKED. ,1
 is not it great to sleep 5 hours and feel like a million bucks? getting old ,1
 @User @User I honestly have not a clue. I would hope there were some since the surveillance cams I have seen show barely anything ,0
 People who do not get : you are THE BEST! ,1
 I liked a @User video NEW Chocolate Bar Palette Review | Semi Sweet vs. Original ,0
 can not wait for my 7:30am dental appointment tomorrow!|Oh time please speed through today! ! ,1
" @User @User ""I can not look at a bridge without crying now."" ",0
 Love how I can never fall asleep insomnia ,1
 @User what for ? waste of time...:) ,0
" Can we trade McCain? Biden helps Republicans more than McCain. In any other time, McCain would be a Democrat. | ",0
 Happy Monday! Hate mondays. ,1
 Is holding not a rule anymore? ,0
 @User no doubt. And we wonder why Xmas makes ppl crazy?! ,0
" @User @User It did get yo lazy butt outta bed, did not it now. Thanks for proving my point! ",0
" its not that so much as his lies and deceit, @User @User @User @User @User ",0
" I liked a @User video from @User WWE 2K15 (PS4) My Career Mode Ep: 12 ""TRIPLE THREAT"" | WWE 2K15 ",0
" Hey, @User DenialCSGO decided that they want to replace @User and I am their new player. na shuffle Nobody is safe. cs go ",1
 This time change is crazy. everyone is all up here like woohoo its 11am let us live life! & I am like it is 5am & I have not slept at all yet. ,0
 Why is not there a playoff legend Romo? @User ,1
 palestinian authority -- abbas trades stalemate for confrontation in icc move via @User ,0
 @User @User thnx all sorted now.. kids happy :smiling_face_with_smiling_eyes:.. Thanks again @User for trying to help most of all thaku for replying ,0
 How to know when he really loves you. tmi I am sorry chick fila ,0
" Damit, this fatima bhutto has an instagram account but not pics of her. Some random shit...and then ppl i follow keep posting pics. ",1
 I love how today is going ,1
 Tribute to a brave elephant simply defending his family. ,0
 @User so I gave up and am now heading for bed orz ,0
 So nice to have a final before the sun is even up :smiling_face_with_smiling_eyes: ,1
" so @User still waiting, my son is very happy enjoing his christmas gift ... i can not understand how you did not prevent this ... ",1
 Count Pushkin to End this fvckin night smh ,0
 Home finally! What a way to start the christmas break!!! :thumbs_up_sign::ok_hand_sign: ,0
 @User @User @User you are arguments are obviously very impacted by the fact this family were TSI in appearance. ,0
 @User I just got my tonsils out loving life .. Good luck!! ,1
" The counter argument... RT @User If OSU lost last night, Baylor would be in & we would all be talking about benefits of no Big 12 champ. ",0
 Oh we get to see The Queens Garden on itv after she addresses the nation. Just what I always wanted :flushed_face: ,1
 Oh how I love fainting randomly ,1
 @User |My Jambo buddy sees a more Scottish identity emerging for HMFC.|The John Wilson types can travel to Govan.| ,1
 it is such a joy to wake up sick again and not be able to use the one arm I do everything with. ,1
 Photo: say it loud say it proud nope never a quitter and will never be always winning even... ,0
" love is far more important than money the problem is, you only know it once you have money!| life humanity ",1
 @User :grinning_face_with_smiling_eyes: contrary to this ... I am wide awake (caffeine injected consciousness ) :flushed_face: ,0
 Many of the best ideas come from having fingers too fat for your keyboard. nimble agile ,1
 Time for my babies and I to take this medicine so we can get better:face_with_medical_mask: ,0
 Yet another out of a million doctor visits tomorrow...so.stoked. ,1
 teen anal casting 2003 2003 Ford F-150 XLT Mulberry FL 33860 ,0
" Been the problem, actually. RT @User @User tough road trip. can not win them all but coaching has not been strong. ",0
" Rolls-Royce, as envisioned by the wonderful people at Mansory rolls royce purple custom car ",1
 it is DEFINITELY NOT FRIDAY. THE REASON IS: it is Tuesday~! Yesterday it was Monday so why should it be Friday. ,1
 @User you have never seen me ,0
 Last day of school it was so much fun but not much people came. what a shocker ,1
" Besides some overpriced holiday candles, I have not seen one cyber monday deal worthwhile today. Brutal. ",0
 This is the weather i just love walking to work in worst weather bomb ,1
 The advanced warfare campaign was only 6 hours -_-|PS: it is still better than BF4's campaign tho (that I did not finish) :p ,0
" Nothing like waking up to 50+ financial formulas! Yay, for corporate finance comprehensive finals! finals week ",1
 I picked a great week to start a new show on Netflix. hell on wheels ,1
 Bday lily painting for @User :purple_heart: ,0
 @User Yup. that is exactly how we do it ,1
 @User but it was not as bad as that picture seemed to indicate. you are still a very horrible person. ,1
 just like that ,0
 can not believe @User is even considering renaming the Academic Building after Perry...b/c he did so much great stuff for public educ? ,1
 that is nice. ,1
 Check Out this YouTube channel: ,0
 it is been a great week for dictators. Congrats North Korea and Cuba. ,1
 My boy has another cold and spent the night coughing and sneezing all over me sexy ,1
 @User have you heard back yet?! ,0
 Went to check on 10 because it was way late for sleeping and BAM she was never here. Why did no1 find it important to tell me this??? ,0
 The whole world can never get me on my level ,1
 @User you all are doing a great job at keeping people safe ,1
" i do not think it would matter, metric or english, he does not understand math @User @User ",0
" Wings? I do not have wings! |""Of course not... you are a boy!"" ",0
" The UofL student ticket policy is such a well thought out plan, good job SGA. i hate you ",1
 :fisted_hand_sign: fist bump positive focus starve distractions werk motivation create path uplift success ,0
 Rants about being pregnant and judged for buying a bottle of wine. Poses weekly for belly pics in front of wine rack. or fail ? ,0
 @User get around them ,1
 @User oh right do you know John Parker the pisshead @User ,0
 female condoms herpes is curable it can be managed ,0
 What an eventful weekend ,1
" @User @User Awesome destination site. High population of 136k, super easy to get to, lots of great sites. Will do well there! . ",1
" Kyle it will not let me @User you? But yeah, we are grown ass men with fast cars. Who gives af lol. And bring it to my room hooah? See ya in a bit. ",0
" @User that is where you are wrong, I can just watch his films and not follow him on Twitter. ",0
 @User @User I can not remember the last time I saw a newish GTi and have only ever seen 1 Golf R. What has changed? ,0
 I really really want apple pie boilo ,0
" @User @User This sounds high, but is safe for short term use. It dramatically increases antimicrobial peptides in the blood. ",0
" Ostentatious ""a showy display designed to impress"". that is the word I immediately think of when I see a woman feeding her child! idiot ",1
 @User @User For Queen and country yet they go down and destroy an English city and attack English police lol ,1
 Congrats still SASMVT for a good run. Ulitin nalang ulit ang 6-peat next year :) ,0
 she is in Malawi and I am stuck in joburg fair ,0
 If someone could come give me a massage that would be gr8 ,0
 I have oth playing in the back ground at work....ohhh naughty :p but fun ,0
 my favorite thing to do on Tuesday is write psychology papers:neutral_face: kill me ,1
 Yay for early morning protestors! heavy amounts of sarcasm ,1
" @User Arizona Coyotes forge deal with BMW But, relocation!!! ",1
" @User hello, can you give me an guess when Xbox core services will be fixed? ",0
" @User Joel Olstein, a man who hardly ever mentions Jesus in his sermons, is going to talk about the meaning of Christmas? ",1
 ready for doing business today :smiling_face_with_open_mouth_and_smiling_eyes: :see-no-evil_monkey: tired as hell coffee coffee coffee more coffee ,1
 I do not understand tlist as I do not read inamorata I only read inamorato lmao sorry or prob lol ,0
 She did two marijuanas and look what happened. do not legalize it merica () ,1
 ... @User slaying in Igloo Australia's home country lol RT > @User Nicki is SLAYING New Zealand! ,1
" See, this is why you should not use version control! not just wordpress || ",0
" Less than 5 hours sleep, fantastic :grinning_face_with_smiling_eyes: ",1
 @User wesay Yar her date was good :winking_face: I guess she(in first meeting)wanted to b seen with a girl or smth(in hindsight I found her mashkook) ,0
" @User sorry, missed off my tag from the end of my tweet ",0
 I love it when adults act like children. || eye roll ,1
" I feel faint after chasing a whippet and Lily, Libby, Gabby, Millie the cats who were playing chase in the garden a int it fun !! not fun ",1
 @User Adorable little white tiger ,0
 I asked God to protect me from my enemies a long time ago .. short after I started losing friends or naah ,1
 @User are not humans the ones who are playing the sport? ,1
 @User @User @User @User @User @User @User not now guys finals :hundred_points_symbol: ,0
" K should give us a famous bf, some fan need an entertainment apparently ",1
 @User that will work... hell be fired in eleven months ,1
 did not have no time to wake and bake this mornin winnin :pouting_face::face_with_no_good_gesture: ,0
" Awake this early on my only day off before christmas...feeling ill banging head, bunged up, shivering... Just what I need!!!! ",1
 it is beginning to look a lot like Christmas! time to decorate it is the season ,0
" Sony Studio Bosses To Employees: do not Worry, we will Be Fine I know I would feel better. ",1
 @User @User I bet those fairways and greens rival the work of @User ,1
 @User haha quite right mate! They coonty workers have got it aff easy Al tell ye! Oot here workin like a hamilton accie :man_with_turban: :face_with_tears_of_joy::face_with_tears_of_joy: ,1
" Lifes like a bird, its pretty cute until it craps on your head. ghar wapsi 72 hours of crazy power of five lol anti conversion law ",1
" @User @User @User this is shallow af, stop discriminating eyes, all eyes are beautiful. ",1
 @User MK1 Shadow Shift was so much fun. @User ,1
 @User Pierce had 34. what is wrong with 36? ,0
" When we stop accepting crumbs in the name of love, only then we can equally appreciate the silence of solitude & festivity of loving. ",0
 God bless whoever came up with the idea of making coloureds bruh..not cape colourds thou ,0
 NEW hip hop MUSIC:> @User - Crack Music: jersey city nj ny birth of a winner ,0
 Saturday selfies miss you guys @User @User jessica101xxx mark8 :face_throwing_a_kiss::face_throwing_a_kiss::face_throwing_a_kiss::face_throwing_a_kiss:kiss each and one... ,0
" @User If you are loving this game, we have got a few desserts you might enjoy. turnovers or ev sfsu even Arby's is talking smack to FSU ",0
 Exactly 1 year ago today! (via @User ,0
 It was a greaaaat night! :white_smiling_face:️:grinning_face_with_smiling_eyes: ,0
 @User I wonder if they have that in an audio book... ,0
 Queens Of The Stone Age no Rock In Rio ícias queens of the stone age rockin rio ,0
 @User wants me to get hit by a bus so she can get a 4.0 best roomie award ,1
 Hold It Bub! >> >> cartoon comics funny jesus ,0
 unless he is changed @User @User @User @User @User @User @User @User ,0
 @User Please follow me. I have a technical question. Thanks. ,0
 morelikes_app necklace sweet you running in love i phone only i gers russia sm ,0
" @User no I am not mate, yea good pretty much there so shud b gd nxt week bit sore to kneel down still and twinges sumtimes but ok ",0
" : When some archers fight with ""supple"" bows the way hoplites fight with stiff spears. archer hoplite bow spear ",1
 Lol RT @User would not surprise me if Soldado bangs in a hatrick and we win 0-3 against Chelsea tonight .. The legend is back ,0
 Tonight's family bonding presents a dark quite house playing Marco Polo with a side of nerf guns love my fam ,0
 @User All you Can Do Beautiful Is Your best Winning Is Important Taking Part & Having Fun Is What Matter's :-) ,0
 So I heard a college dropout is offering a graduate from best College a jawdropping package! ,1
 @User When are you buggering off out of the country ,0
 @User amazeballs. superman ,1
" @User I infer that you are besmirching coffee, but that can not be right ",0
 @User I need a new job so I can read books again. I miss reading. Being an English teacher really gets in the way of reading. ,1
" @User yep, that is what they say.| ",1
 israel raps palestinian you n draft as gimmick via @User ,0
 seeing ppl walking w/ crutches makes me really excited for the next 3 weeks of my life ,1
 Day 39&40 3 novel Train. comfort zone christmas tree next level buzz killington family guy via @User ,0
 Running on less than 4 hours of sleep... long night long day sleepy ,0
 @User Loving how Fulham looks like a playoff team. not really ,1
 Count the scars on your soul ,0
 Big shocker that 2 of 8 called in ,1
" Does the word ""counter-productive"" ever mean anything to people when they sit around and dream up ideas to double their wage? ",1
 Check out some things I have been really loving recently during the holiday season! ,0
 36 hours no food no drink going strong give me a brew :person_with_folded_hands::loudly_crying_face::hot_beverage: ,1
 Another great day on the ttc ,1
 @User Damn. That would have made excellent thing to recount in autobiography ;p ,0
 could not agree more! RT @User Nothing makes me feel more special than receiving an automated DM. ,1
" Photoset: babaybubblez: aquabreeze: disgustinghotels: all men But let us not forget In the real story,... ",0
" Thank you to all of the lovely people who come to work sick, or come to eat sick.. I appreciate your germs... ",1
 @User @User an e-reader would definitely help save my life if someone broke into my house. Good call ,1
" Too late, thrown the ps4 out of the window last night cus i could not play ",1
 They thought I was gone ! These vegas niggas gone respect me and know I been doing this shit too ! & I... ,0
" @User he lost his license not long after, mwahaha @User ",1
 Stuck in traffic!!! :umbrella_with_rain_drops:️:high_voltage_sign:️ mondays athens by rain traffic on the road on time sisters cool ur style ,0
" @User he has not been diagnosed w/ bipolar disorder yet I am assuming?He needs to ""beat"" his ""hard feeling"" emotions into submission. ",1
" @User I hope you know how much we really loved you here in Philly. To the greatest shortstop in Phillies history, thank you! ",0
" Watching the news being like; ""oh this totally restored my faith in humanity."" ",1
 @User Why not? The House Committee has been very informative thus far!!! unite blue ,1
 My favorite dreams are the ones where you wake up covered in tears. ,1
 Had an insomnia cookie and now I can not sleep ,1
 @User how do you like that loss son? ,0
 You know its a going to be a good day when your roommate comes in saying she just took her aderol and is about to have an anxiety attack ,1
 I am going to Finnish all my homework and get caught up on everything over the break ,1
" lebron james violence is the answer LeBron James said Thursday that ""violence is not the answer and... ",0
 Pulis is available. Will guarantee we stay up ,1
 sorry sorry I always do this... can not help it i am an asshole like that ,0
 Cats are so cute I wish I was not allergic :loudly_crying_face::loudly_crying_face: ,0
 @User kabhi I am messier than usual messy wesay :persevering_face: I need chai & I am resting for last 2 days. May be this is the reason. ,0
 Claybo Dawson and I are @User 's squad goals :smiling_face_with_sunglasses: ,0
" @User Email me when you need a friend...always here to chat, I have been there many many times so right with you xx ",0
 @User My entire body sends sympathies too - I was diagnosed with Rheumatoid Arthritis 11 yrs ago - yay flare-ups!! ,1
 Love scooping feed bunks before we can feed calves ,1
" Do...or do not. There is no try. - yoda ""Do. Do not. Try. Try again. Repeat until you get it right."" - jarrod davis ",0
 @User bruhh I just saw a license plate that had the letters FDB :face_with_tears_of_joy: ,0
" Just in case anyone was wondering, Veni Vidi Vici in Spanish is Vine Vi Vencí study breaks umd finals week ",0
" Honking at me whilst you drive past - so romantic, it makes me want to trace you through your number plate and be with you forever ",1
 No. Its actually not Friday. Today we proudly present ☆ Sunday~!☆ So... GO ENJOY YOUR SUNDAY. ,0
 Few things are more amazingly wonderful than getting up early on a Monday morning to start the work week!!!!!! need more sleep :sleeping_face::sleeping_symbol::confused_face: ,1
 And people start to drink ... Means fun ,1
 patriots report card grades half bad: Tom Brady throws under pressure in the 2nd quarter during Sundays ,0
" New Years Eve is generally the most overrated party of the year. it is supposed to be a huge shindig, but usually I am disappointed. ",0
 I love being unappreciated ,1
 Look!: poulan chainsaw new shopping chain saws start starting will will not ,0
" @User Because your ""sarcastic""? ",1
 it is 8:46 and I am ready for bed. ,0
 Ouch that hurt :face_with_tears_of_joy: ,1
 australia -- Eight children killed in Australia in reported mass stabbing via @User ,0
 The Penguins cancelled their morning skate today...due to icy conditions. but seriously the roads are bad ,1
 Bad Idea When You climb on the mountain ,0
" I love math, I am so amped for my final like 7 hours from now. I hardly studied for it. i been doing integrals since the 5th grade :smiling_face_with_open_mouth_and_smiling_eyes::face_with_stuck-out_tongue_and_winking_eye::face_with_tears_of_joy::persevering_face::face_with_open_mouth_and_cold_sweat::tired_face::confounded_face: ",1
 I am so afraid. ,1
 @User absolutely shocking that the lamestream media has not picked up on this media bias @User @User ,0
" not speaking he do not like comedy, it was spoken jokingly of his assassination that is funny guys and gals... (2/2) ",0
 They do not even listen to ur order talk about great customer service :thumbs_down_sign: ,1
 @User @User @User @User @User and what about the blacks you guys they do not know what to do with money ,1
 @User The day one of him minions was carrying a sign saying my mother was fat was one of mine. ,1
 I am starting to think UK has a pretty good basketball team bbn ,1
 I just love being told that I would not have gotten hired if my boss knew I was pregnant.. ha ,1
" I am aware that NYE celebrations are usually laiden with false expectations,I will just be happy to close the door and kick 2014's arse thru it. ",0
" @User @User ooh, that looks like so much fun! ",1
 I love waking up with migraines :loudly_crying_face: ,1
 why is there a hotdog on| ,0
 @User @User @User @User do not forget @User and @User (they are as smart & kind as lovely) ,0
 Taylor wrote a nasty note on my car today. we are friends ,0
" @User : Keeping the big channels big, and the little channels irrelevant since 2014 . good job ",1
" Indian society teaches how ""Not to get raped"" rather than ""do not rape"" sad hvi muffler man india s30 rohtak ",1
 I just saw another person wearing a heavy winter coat with a hood up encouraging ,0
